,POSTAL_CODE,NUTS3_ID,NUTS1_NAME,NUTS2_NAME,NUTS3_NAME,RLK2022,KTU2022
2325,24229,DEF0B,Schleswig-Holstein,Schleswig-Holstein,Rendsburg-Eckernförde,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2326,24340,DEF0B,Schleswig-Holstein,Schleswig-Holstein,Rendsburg-Eckernförde,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2327,24254,DEF0B,Schleswig-Holstein,Schleswig-Holstein,Rendsburg-Eckernförde,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2328,23823,DEF0D,Schleswig-Holstein,Schleswig-Holstein,Segeberg,zentral,Ländlicher Kreis mit Verdichtungsansätzen
2329,23812,DEF0D,Schleswig-Holstein,Schleswig-Holstein,Segeberg,zentral,Ländlicher Kreis mit Verdichtungsansätzen
2330,23827,DEF0D,Schleswig-Holstein,Schleswig-Holstein,Segeberg,zentral,Ländlicher Kreis mit Verdichtungsansätzen
2331,23815,DEF0D,Schleswig-Holstein,Schleswig-Holstein,Segeberg,zentral,Ländlicher Kreis mit Verdichtungsansätzen
2332,22956,DEF0F,Schleswig-Holstein,Schleswig-Holstein,Stormarn,sehr zentral,Städtischer Kreis
2333,18146,DE80K,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Landkreis Rostock,sehr peripher,Dünn besiedelter ländlicher Kreis
2334,18069,DE80K,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Landkreis Rostock,sehr peripher,Dünn besiedelter ländlicher Kreis
2335,18556,DE80L,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Rügen,sehr peripher,Dünn besiedelter ländlicher Kreis
2336,18337,DE80L,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Rügen,sehr peripher,Dünn besiedelter ländlicher Kreis
2337,18551,DE80L,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Rügen,sehr peripher,Dünn besiedelter ländlicher Kreis
2338,18510,DE80L,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Rügen,sehr peripher,Dünn besiedelter ländlicher Kreis
2339,19417,DE80M,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2340,23944,DE80M,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2341,23946,DE80M,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2342,23936,DE80M,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2343,17398,DE80N,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Greifswald,sehr peripher,Dünn besiedelter ländlicher Kreis
2344,17379,DE80N,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Greifswald,sehr peripher,Dünn besiedelter ländlicher Kreis
2345,17506,DE80N,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Greifswald,sehr peripher,Dünn besiedelter ländlicher Kreis
2346,17498,DE80N,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Greifswald,sehr peripher,Dünn besiedelter ländlicher Kreis
2347,17449,DE80N,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Greifswald,sehr peripher,Dünn besiedelter ländlicher Kreis
2348,19273,DE80O,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust-Parchim,peripher,Dünn besiedelter ländlicher Kreis
2349,19249,DE80O,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust-Parchim,peripher,Dünn besiedelter ländlicher Kreis
2350,19300,DE80O,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust-Parchim,peripher,Dünn besiedelter ländlicher Kreis
2351,19288,DE80O,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust-Parchim,peripher,Dünn besiedelter ländlicher Kreis
2352,19089,DE80O,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust-Parchim,peripher,Dünn besiedelter ländlicher Kreis
2353,19246,DE80O,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust-Parchim,peripher,Dünn besiedelter ländlicher Kreis
2354,09395,DED42,Sachsen,Chemnitz,Erzgebirgskreis,peripher,Städtischer Kreis
2355,06731,DEE05,Sachsen-Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2356,06792,DEE05,Sachsen-Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2357,06794,DEE05,Sachsen-Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2358,06796,DEE05,Sachsen-Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2359,06809,DEE05,Sachsen-Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2360,06647,DEE08,Sachsen-Anhalt,Sachsen-Anhalt,Burgenlandkreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2361,06648,DEE08,Sachsen-Anhalt,Sachsen-Anhalt,Burgenlandkreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2362,06667,DEE08,Sachsen-Anhalt,Sachsen-Anhalt,Burgenlandkreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2363,06688,DEE08,Sachsen-Anhalt,Sachsen-Anhalt,Burgenlandkreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2364,06246,DEE0B,Sachsen-Anhalt,Sachsen-Anhalt,Saalekreis,zentral,Ländlicher Kreis mit Verdichtungsansätzen
2365,06255,DEE0B,Sachsen-Anhalt,Sachsen-Anhalt,Saalekreis,zentral,Ländlicher Kreis mit Verdichtungsansätzen
2366,06425,DEE0C,Sachsen-Anhalt,Sachsen-Anhalt,Salzlandkreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2367,06429,DEE0C,Sachsen-Anhalt,Sachsen-Anhalt,Salzlandkreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2368,06922,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,peripher,Dünn besiedelter ländlicher Kreis
2369,06925,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,peripher,Dünn besiedelter ländlicher Kreis
2370,06905,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,peripher,Dünn besiedelter ländlicher Kreis
2371,06909,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,peripher,Dünn besiedelter ländlicher Kreis
2372,06886,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,peripher,Dünn besiedelter ländlicher Kreis
2373,06889,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,peripher,Dünn besiedelter ländlicher Kreis
2374,06896,DEE0E,Sachsen-Anhalt,Sachsen-Anhalt,Wittenberg,peripher,Dünn besiedelter ländlicher Kreis
2375,24103,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Stadt",zentral,kreisfreie Großstadt
2376,24105,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Stadt",zentral,kreisfreie Großstadt
2377,24106,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Stadt",zentral,kreisfreie Großstadt
2378,24111,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Stadt",zentral,kreisfreie Großstadt
2379,24114,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Stadt",zentral,kreisfreie Großstadt
2380,24116,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Stadt",zentral,kreisfreie Großstadt
2381,24118,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Stadt",zentral,kreisfreie Großstadt
2382,24143,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Stadt",zentral,kreisfreie Großstadt
2383,24145,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Stadt",zentral,kreisfreie Großstadt
2384,24147,DEF02,Schleswig-Holstein,Schleswig-Holstein,"Kiel, Stadt",zentral,kreisfreie Großstadt
2385,38226,DE912,Niedersachsen,Braunschweig,"Salzgitter, Stadt",zentral,kreisfreie Großstadt
2386,38228,DE912,Niedersachsen,Braunschweig,"Salzgitter, Stadt",zentral,kreisfreie Großstadt
2387,38229,DE912,Niedersachsen,Braunschweig,"Salzgitter, Stadt",zentral,kreisfreie Großstadt
2388,38239,DE912,Niedersachsen,Braunschweig,"Salzgitter, Stadt",zentral,kreisfreie Großstadt
2389,38259,DE912,Niedersachsen,Braunschweig,"Salzgitter, Stadt",zentral,kreisfreie Großstadt
2390,38467,DE914,Niedersachsen,Braunschweig,Gifhorn,peripher,Dünn besiedelter ländlicher Kreis
2391,38531,DE914,Niedersachsen,Braunschweig,Gifhorn,peripher,Dünn besiedelter ländlicher Kreis
2392,38524,DE914,Niedersachsen,Braunschweig,Gifhorn,peripher,Dünn besiedelter ländlicher Kreis
2393,38110,DE914,Niedersachsen,Braunschweig,Gifhorn,peripher,Dünn besiedelter ländlicher Kreis
2394,38179,DE914,Niedersachsen,Braunschweig,Gifhorn,peripher,Dünn besiedelter ländlicher Kreis
2395,38729,DE916,Niedersachsen,Braunschweig,Goslar,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2396,38723,DE916,Niedersachsen,Braunschweig,Goslar,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2397,38364,DE917,Niedersachsen,Braunschweig,Helmstedt,zentral,Ländlicher Kreis mit Verdichtungsansätzen
2398,18311,DE80L,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Rügen,sehr peripher,Dünn besiedelter ländlicher Kreis
2399,23948,DE80M,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2400,19205,DE80M,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2401,23968,DE80M,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2402,19069,DE80M,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2403,17389,DE80N,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Greifswald,sehr peripher,Dünn besiedelter ländlicher Kreis
2404,17367,DE80N,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Greifswald,sehr peripher,Dünn besiedelter ländlicher Kreis
2405,17419,DE80N,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Greifswald,sehr peripher,Dünn besiedelter ländlicher Kreis
2406,17309,DE80N,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Greifswald,sehr peripher,Dünn besiedelter ländlicher Kreis
2407,17509,DE80N,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Greifswald,sehr peripher,Dünn besiedelter ländlicher Kreis
2408,19079,DE80O,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust-Parchim,peripher,Dünn besiedelter ländlicher Kreis
2409,19258,DE80O,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust-Parchim,peripher,Dünn besiedelter ländlicher Kreis
2410,19065,DE80O,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust-Parchim,peripher,Dünn besiedelter ländlicher Kreis
2411,19376,DE80O,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust-Parchim,peripher,Dünn besiedelter ländlicher Kreis
2412,09435,DED42,Sachsen,Chemnitz,Erzgebirgskreis,peripher,Städtischer Kreis
2413,08262,DED44,Sachsen,Chemnitz,Vogtlandkreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2414,34314,DE734,Hessen,Kassel,Kassel,zentral,Städtischer Kreis
2415,34233,DE734,Hessen,Kassel,Kassel,zentral,Städtischer Kreis
2416,34587,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2417,34327,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2418,34212,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2419,34637,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2420,34613,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2421,34454,DE736,Hessen,Kassel,Waldeck-Frankenberg,peripher,Dünn besiedelter ländlicher Kreis
2422,35099,DE736,Hessen,Kassel,Waldeck-Frankenberg,peripher,Dünn besiedelter ländlicher Kreis
2423,34516,DE736,Hessen,Kassel,Waldeck-Frankenberg,peripher,Dünn besiedelter ländlicher Kreis
2424,37242,DE737,Hessen,Kassel,Werra-Meißner-Kreis,peripher,Dünn besiedelter ländlicher Kreis
2425,39164,DEE07,Sachsen-Anhalt,Sachsen-Anhalt,Börde,peripher,Dünn besiedelter ländlicher Kreis
2426,38871,DEE09,Sachsen-Anhalt,Sachsen-Anhalt,Harz,peripher,Dünn besiedelter ländlicher Kreis
2427,39175,DEE06,Sachsen-Anhalt,Sachsen-Anhalt,Jerichower Land,peripher,Dünn besiedelter ländlicher Kreis
2428,38440,DE913,Niedersachsen,Braunschweig,"Wolfsburg, Stadt",zentral,kreisfreie Großstadt
2429,38442,DE913,Niedersachsen,Braunschweig,"Wolfsburg, Stadt",zentral,kreisfreie Großstadt
2430,38444,DE913,Niedersachsen,Braunschweig,"Wolfsburg, Stadt",zentral,kreisfreie Großstadt
2431,38446,DE913,Niedersachsen,Braunschweig,"Wolfsburg, Stadt",zentral,kreisfreie Großstadt
2432,38448,DE913,Niedersachsen,Braunschweig,"Wolfsburg, Stadt",zentral,kreisfreie Großstadt
2433,38536,DE914,Niedersachsen,Braunschweig,Gifhorn,peripher,Dünn besiedelter ländlicher Kreis
2434,38551,DE914,Niedersachsen,Braunschweig,Gifhorn,peripher,Dünn besiedelter ländlicher Kreis
2435,38678,DE916,Niedersachsen,Braunschweig,Goslar,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2436,38709,DE916,Niedersachsen,Braunschweig,Goslar,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2437,37547,DE918,Niedersachsen,Braunschweig,Northeim,peripher,Dünn besiedelter ländlicher Kreis
2438,37574,DE918,Niedersachsen,Braunschweig,Northeim,peripher,Dünn besiedelter ländlicher Kreis
2439,38312,DE91B,Niedersachsen,Braunschweig,Wolfenbüttel,zentral,Ländlicher Kreis mit Verdichtungsansätzen
2440,37520,DE91C,Niedersachsen,Braunschweig,Göttingen,zentral,Städtischer Kreis
2441,37124,DE91C,Niedersachsen,Braunschweig,Göttingen,zentral,Städtischer Kreis
2442,30159,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2443,30161,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2444,30163,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2445,30165,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2446,30167,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2447,30169,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2448,30171,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2449,30173,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2450,30175,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2451,30177,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2452,30179,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2453,30419,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2454,30449,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2455,30451,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2456,30453,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2457,30455,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2458,30457,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2459,30459,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2460,30519,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2461,30521,DE929,Niedersachsen,Hannover,Region Hannover,sehr zentral,Städtischer Kreis
2462,34582,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2463,34560,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
2464,34471,DE736,Hessen,Kassel,Waldeck-Frankenberg,peripher,Dünn besiedelter ländlicher Kreis
2465,37284,DE737,Hessen,Kassel,Werra-Meißner-Kreis,peripher,Dünn besiedelter ländlicher Kreis
2466,38889,DEE09,Sachsen-Anhalt,Sachsen-Anhalt,Harz,peripher,Dünn besiedelter ländlicher Kreis
2467,38023,DE911,Niedersachsen,Braunschweig,"Braunschweig, Stadt",sehr zentral,kreisfreie Großstadt
2468,38100,DE911,Niedersachsen,Braunschweig,"Braunschweig, Stadt",sehr zentral,kreisfreie Großstadt
2469,38102,DE911,Niedersachsen,Braunschweig,"Braunschweig, Stadt",sehr zentral,kreisfreie Großstadt
2470,38104,DE911,Niedersachsen,Braunschweig,"Braunschweig, Stadt",sehr zentral,kreisfreie Großstadt
2471,38106,DE911,Niedersachsen,Braunschweig,"Braunschweig, Stadt",sehr zentral,kreisfreie Großstadt
2472,38108,DE911,Niedersachsen,Braunschweig,"Braunschweig, Stadt",sehr zentral,kreisfreie Großstadt
2473,38112,DE911,Niedersachsen,Braunschweig,"Braunschweig, Stadt",sehr zentral,kreisfreie Großstadt
2474,38114,DE911,Niedersachsen,Braunschweig,"Braunschweig, Stadt",sehr zentral,kreisfreie Großstadt
2475,38116,DE911,Niedersachsen,Braunschweig,"Braunschweig, Stadt",sehr zentral,kreisfreie Großstadt
2476,38118,DE911,Niedersachsen,Braunschweig,"Braunschweig, Stadt",sehr zentral,kreisfreie Großstadt
2477,38120,DE911,Niedersachsen,Braunschweig,"Braunschweig, Stadt",sehr zentral,kreisfreie Großstadt
2478,38122,DE911,Niedersachsen,Braunschweig,"Braunschweig, Stadt",sehr zentral,kreisfreie Großstadt
2479,38124,DE911,Niedersachsen,Braunschweig,"Braunschweig, Stadt",sehr zentral,kreisfreie Großstadt
2480,38126,DE911,Niedersachsen,Braunschweig,"Braunschweig, Stadt",sehr zentral,kreisfreie Großstadt
2481,38465,DE914,Niedersachsen,Braunschweig,Gifhorn,peripher,Dünn besiedelter ländlicher Kreis
2482,38550,DE914,Niedersachsen,Braunschweig,Gifhorn,peripher,Dünn besiedelter ländlicher Kreis
2483,38542,DE914,Niedersachsen,Braunschweig,Gifhorn,peripher,Dünn besiedelter ländlicher Kreis
2484,38553,DE914,Niedersachsen,Braunschweig,Gifhorn,peripher,Dünn besiedelter ländlicher Kreis
2485,38530,DE914,Niedersachsen,Braunschweig,Gifhorn,peripher,Dünn besiedelter ländlicher Kreis
2486,38165,DE917,Niedersachsen,Braunschweig,Helmstedt,zentral,Ländlicher Kreis mit Verdichtungsansätzen
2487,38378,DE917,Niedersachsen,Braunschweig,Helmstedt,zentral,Ländlicher Kreis mit Verdichtungsansätzen
2488,37176,DE918,Niedersachsen,Braunschweig,Northeim,peripher,Dünn besiedelter ländlicher Kreis
2489,38274,DE91B,Niedersachsen,Braunschweig,Wolfenbüttel,zentral,Ländlicher Kreis mit Verdichtungsansätzen
2490,38173,DE91B,Niedersachsen,Braunschweig,Wolfenbüttel,zentral,Ländlicher Kreis mit Verdichtungsansätzen
2491,38322,DE91B,Niedersachsen,Braunschweig,Wolfenbüttel,zentral,Ländlicher Kreis mit Verdichtungsansätzen
2492,63691,DE71E,Hessen,Darmstadt,Wetteraukreis,sehr zentral,Städtischer Kreis
2493,65611,DE723,Hessen,Gießen,Limburg-Weilburg,zentral,Städtischer Kreis
2494,63679,DE725,Hessen,Gießen,Vogelsbergkreis,peripher,Dünn besiedelter ländlicher Kreis
2495,67316,DEB3C,Rheinland-Pfalz,Rheinhessen-Pfalz,Bad Dürkheim,sehr zentral,Städtischer Kreis
2496,67146,DEB3C,Rheinland-Pfalz,Rheinhessen-Pfalz,Bad Dürkheim,sehr zentral,Städtischer Kreis
2497,67475,DEB3C,Rheinland-Pfalz,Rheinhessen-Pfalz,Bad Dürkheim,sehr zentral,Städtischer Kreis
2498,67727,DEB3D,Rheinland-Pfalz,Rheinhessen-Pfalz,Donnersbergkreis,zentral,Ländlicher Kreis mit Verdichtungsansätzen
2499,67365,DEB3E,Rheinland-Pfalz,Rheinhessen-Pfalz,Germersheim,zentral,Städtischer Kreis
2500,66862,DEB3F,Rheinland-Pfalz,Rheinhessen-Pfalz,Kaiserslautern,zentral,Städtischer Kreis
2501,67686,DEB3F,Rheinland-Pfalz,Rheinhessen-Pfalz,Kaiserslautern,zentral,Städtischer Kreis
2502,67735,DEB3F,Rheinland-Pfalz,Rheinhessen-Pfalz,Kaiserslautern,zentral,Städtischer Kreis
2503,66879,DEB3F,Rheinland-Pfalz,Rheinhessen-Pfalz,Kaiserslautern,zentral,Städtischer Kreis
2504,67746,DEB3G,Rheinland-Pfalz,Rheinhessen-Pfalz,Kusel,zentral,Ländlicher Kreis mit Verdichtungsansätzen
2505,67373,DEB3I,Rheinland-Pfalz,Rheinhessen-Pfalz,Rhein-Pfalz-Kreis,sehr zentral,Städtischer Kreis
2506,67376,DEB3I,Rheinland-Pfalz,Rheinhessen-Pfalz,Rhein-Pfalz-Kreis,sehr zentral,Städtischer Kreis
2507,67165,DEB3I,Rheinland-Pfalz,Rheinhessen-Pfalz,Rhein-Pfalz-Kreis,sehr zentral,Städtischer Kreis
2508,66999,DEB3K,Rheinland-Pfalz,Rheinhessen-Pfalz,Südwestpfalz,zentral,Dünn besiedelter ländlicher Kreis
2509,66919,DEB3K,Rheinland-Pfalz,Rheinhessen-Pfalz,Südwestpfalz,zentral,Dünn besiedelter ländlicher Kreis
2510,66503,DEB3K,Rheinland-Pfalz,Rheinhessen-Pfalz,Südwestpfalz,zentral,Dünn besiedelter ländlicher Kreis
2511,66894,DEB3K,Rheinland-Pfalz,Rheinhessen-Pfalz,Südwestpfalz,zentral,Dünn besiedelter ländlicher Kreis
2512,68753,DE123,Baden-Württemberg,Karlsruhe,Karlsruhe,sehr zentral,Städtischer Kreis
2513,68159,DE126,Baden-Württemberg,Karlsruhe,"Mannheim, Stadt",sehr zentral,kreisfreie Großstadt
2514,68161,DE126,Baden-Württemberg,Karlsruhe,"Mannheim, Stadt",sehr zentral,kreisfreie Großstadt
2515,68163,DE126,Baden-Württemberg,Karlsruhe,"Mannheim, Stadt",sehr zentral,kreisfreie Großstadt
2516,68165,DE126,Baden-Württemberg,Karlsruhe,"Mannheim, Stadt",sehr zentral,kreisfreie Großstadt
2517,68167,DE126,Baden-Württemberg,Karlsruhe,"Mannheim, Stadt",sehr zentral,kreisfreie Großstadt
2518,68169,DE126,Baden-Württemberg,Karlsruhe,"Mannheim, Stadt",sehr zentral,kreisfreie Großstadt
2519,68199,DE126,Baden-Württemberg,Karlsruhe,"Mannheim, Stadt",sehr zentral,kreisfreie Großstadt
2520,68219,DE126,Baden-Württemberg,Karlsruhe,"Mannheim, Stadt",sehr zentral,kreisfreie Großstadt
2521,68229,DE126,Baden-Württemberg,Karlsruhe,"Mannheim, Stadt",sehr zentral,kreisfreie Großstadt
2522,68239,DE126,Baden-Württemberg,Karlsruhe,"Mannheim, Stadt",sehr zentral,kreisfreie Großstadt
2523,68259,DE126,Baden-Württemberg,Karlsruhe,"Mannheim, Stadt",sehr zentral,kreisfreie Großstadt
2524,68305,DE126,Baden-Württemberg,Karlsruhe,"Mannheim, Stadt",sehr zentral,kreisfreie Großstadt
2525,68307,DE126,Baden-Württemberg,Karlsruhe,"Mannheim, Stadt",sehr zentral,kreisfreie Großstadt
2526,75394,DE12A,Baden-Württemberg,Karlsruhe,Calw,zentral,Städtischer Kreis
2527,75328,DE12A,Baden-Württemberg,Karlsruhe,Calw,zentral,Städtischer Kreis
2528,75443,DE12B,Baden-Württemberg,Karlsruhe,Enzkreis,zentral,Städtischer Kreis
2529,79258,DE132,Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,zentral,Städtischer Kreis
2530,79859,DE132,Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,zentral,Städtischer Kreis
2531,79822,DE132,Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,zentral,Städtischer Kreis
2532,79232,DE132,Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,zentral,Städtischer Kreis
2533,79215,DE133,Baden-Württemberg,Freiburg,Emmendingen,zentral,Städtischer Kreis
2534,79183,DE133,Baden-Württemberg,Freiburg,Emmendingen,zentral,Städtischer Kreis
2535,79261,DE133,Baden-Württemberg,Freiburg,Emmendingen,zentral,Städtischer Kreis
2536,77767,DE134,Baden-Württemberg,Freiburg,Ortenaukreis,zentral,Städtischer Kreis
2537,77933,DE134,Baden-Württemberg,Freiburg,Ortenaukreis,zentral,Städtischer Kreis
2538,77866,DE134,Baden-Württemberg,Freiburg,Ortenaukreis,zentral,Städtischer Kreis
2539,78733,DE135,Baden-Württemberg,Freiburg,Rottweil,zentral,Städtischer Kreis
2540,78662,DE135,Baden-Württemberg,Freiburg,Rottweil,zentral,Städtischer Kreis
2541,78628,DE135,Baden-Württemberg,Freiburg,Rottweil,zentral,Städtischer Kreis
2542,78078,DE136,Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis,zentral,Städtischer Kreis
2543,78141,DE136,Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis,zentral,Städtischer Kreis
2544,78048,DE136,Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis,zentral,Städtischer Kreis
2545,78050,DE136,Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis,zentral,Städtischer Kreis
2546,78052,DE136,Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis,zentral,Städtischer Kreis
2547,78054,DE136,Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis,zentral,Städtischer Kreis
2548,78056,DE136,Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis,zentral,Städtischer Kreis
2549,78594,DE137,Baden-Württemberg,Freiburg,Tuttlingen,peripher,Städtischer Kreis
2550,78549,DE137,Baden-Württemberg,Freiburg,Tuttlingen,peripher,Städtischer Kreis
2551,78476,DE138,Baden-Württemberg,Freiburg,Konstanz,zentral,Städtischer Kreis
